64.375,67.625,67.125,61.5,66.875,68.75,65.125,67.125.1,59.625,62.75,55.5,66.5,64.25,68.5,60.375,67.5,37.75,63.125,59.75,62.125,67.25,41.25,54.625,58.125,65.125.1,64.25.1,61.25,62.75.1,66.875.1,47.375,57,67.75,65.125.2,66.875.2,64,62,64.375.1,60.75,60.75.1,62.375,64.5,66,62.1,64.875,55.875,67.75.1,63,60.125,60.25,62.25
62.66666667,68.55555556,65.44444444,62.44444444,64.44444444,68.11111111,65.0,65.0,57.44444444,63.33333333,58.77777778,58.44444444,66.44444444,65.44444444,56.11111111,65.44444444,39.0,63.77777778,63.11111111,66.11111111,65.77777778,56.77777778,50.77777778,56.22222222,66.88888889,54.44444444,67.88888889,61.55555556,67.55555556,46.77777778,67.77777778,67.88888889,68.0,67.44444444,66.44444444,67.22222222,63.0,64.33333333,64.0,61.88888889,66.77777778,64.55555556,64.44444444,64.33333333,66.44444444,64.11111111,58.88888889,65.22222222,60.33333333,63.11111111
64.0,63.75,60.0,59.0,66.5,66.25,64.5,64.25,63.875,65.375,61.375,62.375,64.75,65.25,61.875,67.875,35.25,63.875,35.625,65.0,69.125,49.125,55.625,59.125,67.875,63.125,63.0,64.5,59.0,47.75,61.57142857,66.5,68.5,65.0,66.25,51.25,63.875,64.875,65.625,64.625,65.85714286,65.875,65.25,64.125,65.75,67.125,61.25,59.25,58.14285714,59.625
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.33333333,69.0,67.66666667,61.66666667,67.33333333,69.0,60.66666667,67.33333333,63.0,63.33333333,63.66666667,66.33333333,62.66666667,65.33333333,57.66666667,68.33333333,48.0,65.0,41.33333333,67.0,65.0,52.66666667,49.0,63.66666667,69.0,66.0,68.0,63.33333333,65.33333333,54.33333333,59.0,67.33333333,66.33333333,65.66666667,65.0,57.66666667,70.0,67.0,60.0,63.33333333,57.66666667,63.0,69.0,65.66666667,70.0,66.66666667,64.66666667,61.33333333,54.5,64.33333333
66.5,63.875,67.875,62.375,64.375,67.75,65.125,64.875,56.25,63.0,58.625,69.0,64.625,60.375,56.85714286,64.5,37.0,66.625,48.875,65.125,65.875,51.625,51.75,54.125,67.75,62.875,64.375,63.0,69.625,48.5,62.625,66.625,63.625,65.25,66.14285714,48.875,65.875,65.125,66.375,62.875,65.5,65.5,69.75,57.75,62.75,63.875,60.625,57.875,63.625,58.875
63.625,67.25,63.25,60.5,57.375,65.5,64.625,65.5,60.375,66.625,53.0,68.375,63.375,59.375,63.25,66.625,37.0,62.125,42.0,66.375,66.125,52.75,51.75,54.875,65.875,61.375,56.375,64.0,65.25,50.0,61.75,67.5,63.625,63.0,66.625,53.25,62.75,65.75,60.25,60.75,64.375,64.875,68.125,64.0,63.0,66.0,61.75,58.25,57.375,62.375
68.75,65.25,63.5,63.0,65.125,68.0,65.125,63.75,62.625,66.75,56.875,65.75,56.25,67.375,56.625,65.25,38.125,65.625,30.375,65.75,66.0,45.375,53.625,55.625,66.625,63.625,66.25,61.25,56.875,50.375,61.125,69.5,65.625,55.875,53.0,44.875,60.125,67.875,60.5,58.75,64.625,66.375,66.0,59.75,67.0,67.125,58.0,54.75,56.875,57.625
63.5,61.5,62.5,58.125,66.625,64.25,64.875,66.5,53.25,60.75,63.125,69.625,62.375,64.875,54.875,67.0,37.875,59.125,44.0,65.375,65.875,46.75,51.75,59.5,67.375,65.625,61.125,60.625,69.375,53.375,60.5,66.875,67.0,65.75,64.625,57.0,67.625,65.125,63.75,64.125,63.75,64.25,63.75,61.25,61.5,67.375,57.625,56.875,61.0,61.125
65.22222222,63.66666667,65.11111111,61.11111111,66.55555556,67.11111111,65.0,60.88888889,47.0,60.0,61.22222222,66.77777778,64.77777778,61.11111111,54.11111111,66.88888889,37.0,61.55555556,48.0,58.77777778,64.77777778,49.55555556,52.66666667,59.44444444,68.44444444,63.55555556,61.0,58.55555556,67.11111111,52.44444444,64.11111111,67.66666667,60.11111111,66.77777778,64.33333333,51.33333333,61.33333333,67.11111111,63.33333333,65.22222222,67.55555556,66.0,67.33333333,60.77777778,61.77777778,65.55555556,59.11111111,59.22222222,62.0,58.33333333
62.25,67.75,66.875,60.0,64.75,66.28571429,61.25,63.25,52.625,58.25,60.875,69.375,61.125,62.75,55.25,67.28571429,36.125,63.625,54.125,65.5,66.75,43.75,52.125,62.5,66.5,60.75,60.0,63.25,67.0,55.25,55.625,67.0,66.0,64.375,62.125,56.0,59.375,57.75,57.83333333,61.125,66.875,66.625,61.0,64.75,64.5,66.375,65.0,57.375,62.375,60.75
61.125,67.0,58.5,62.25,66.375,67.5,63.125,68.375,56.0,65.71428571,60.5,70.0,65.75,63.375,58.25,66.875,36.125,66.125,54.375,63.0,68.125,56.75,55.5,58.75,66.875,68.0,58.25,65.375,56.75,49.25,11.0,65.625,69.125,66.0,66.0,57.625,53.75,59.5,56.0,63.375,64.5,63.375,64.375,60.5,65.875,61.625,62.75,56.75,57.85714286,60.25
58.55555556,62.66666667,65.77777778,59.77777778,66.88888889,64.33333333,66.11111111,65.66666667,59.22222222,64.0,60.22222222,69.0,65.66666667,68.33333333,56.11111111,67.33333333,34.66666667,61.55555556,45.55555556,66.22222222,64.55555556,48.77777778,50.55555556,53.22222222,67.55555556,63.44444444,61.44444444,58.44444444,69.88888889,50.11111111,62.11111111,66.0,66.55555556,67.88888889,60.66666667,45.66666667,66.88888889,63.0,61.44444444,61.0,56.88888889,65.11111111,63.33333333,61.0,64.77777778,68.88888889,60.33333333,56.66666667,60.375,54.77777778
63.625,67.0,55.0,59.125,67.625,67.0,65.125,62.375,59.875,62.875,50.25,68.375,63.125,62.0,64.875,68.125,37.375,60.875,54.75,64.25,62.5,42.75,52.0,56.625,67.25,59.14285714,58.75,62.5,54.875,47.625,61.0,64.5,63.0,66.75,61.0,54.375,65.375,65.875,55.5,62.75,62.875,61.875,66.75,61.75,67.875,65.5,59.0,58.125,59.5,59.0
66.77777778,65.55555556,68.11111111,59.88888889,61.33333333,68.33333333,59.66666667,66.88888889,57.0,57.55555556,58.22222222,68.55555556,61.0,67.44444444,56.88888889,61.33333333,37.66666667,64.11111111,48.55555556,63.88888889,68.11111111,55.88888889,51.11111111,59.66666667,63.77777778,64.88888889,65.55555556,65.11111111,68.55555556,48.0,67.55555556,66.44444444,66.11111111,63.0,64.88888889,57.55555556,66.0,65.88888889,64.77777778,60.88888889,61.44444444,59.77777778,63.44444444,63.88888889,57.88888889,68.0,62.44444444,55.88888889,59.66666667,57.11111111
55.875,65.5,60.75,57.25,67.875,65.0,64.875,66.5,60.0,56.85714286,56.375,66.625,66.625,60.75,47.25,68.14285714,36.5,60.75,52.125,64.5,64.25,51.875,51.0,57.75,65.75,55.125,60.5,60.875,64.0,54.625,62.5,67.5,66.125,65.0,66.75,59.125,58.375,64.5,61.375,60.625,67.125,62.875,67.875,60.0,60.125,59.25,66.0,58.625,56.14285714,55.75
64.33333333,66.0,68.22222222,64.77777778,68.33333333,65.11111111,66.55555556,66.44444444,48.77777778,59.66666667,59.44444444,70.0,64.22222222,59.0,51.11111111,67.22222222,36.33333333,66.22222222,45.77777778,62.0,66.11111111,55.44444444,52.11111111,51.11111111,68.77777778,56.44444444,60.0,62.11111111,70.0,55.11111111,58.77777778,67.0,65.88888889,65.55555556,60.44444444,55.88888889,58.88888889,67.55555556,61.22222222,62.22222222,60.0,67.0,65.88888889,56.11111111,61.77777778,65.33333333,64.77777778,53.77777778,60.55555556,61.22222222
